HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,Age,Education_Graduate Degree,Education_High School,Education_Partial College,Education_Partial High School,Occupation_Management,Occupation_Manual,Occupation_Professional,Occupation_Skilled Manual,Gender_M,MaritalStatus_S
0,-1.3898810927886598,-0.594371334523968,0.1613417131700831,0.0,0.0,False,False,True,False,False,True,False,False,True,False
1,-0.2957460068388834,-0.594371334523968,1.2397527781558477,0.0,0.0,False,True,False,False,False,False,False,True,False,False
1,-1.3898810927886598,-0.594371334523968,0.1613417131700831,0.0,0.0,False,True,False,False,False,True,False,False,True,False
0,1.892524165060669,-0.594371334523968,-0.9170693518156816,1.0,0.0,False,True,False,False,False,False,False,False,False,True
1,1.892524165060669,2.920929703709105,1.2397527781558477,2.0,0.0,False,False,False,False,True,False,False,False,True,False
0,0.7983890791108927,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,False,False,False,False,False,False,True,False,True
0,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,0.0,1.0,False,False,True,False,False,True,False,False,False,True
1,-1.3898810927886598,1.1632791845925685,0.1613417131700831,0.0,0.0,False,True,False,False,False,True,False,False,True,False
1,-0.2957460068388834,1.1632791845925685,1.2397527781558477,0.0,1.0,False,False,False,True,False,True,False,False,False,False
0,-1.3898810927886598,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,False,False,False,False,True,False,False,True,True
0,-0.2957460068388834,1.1632791845925685,0.1613417131700831,0.0,0.0,True,False,False,False,False,False,False,True,False,False
0,-1.3898810927886598,-0.594371334523968,-0.9170693518156816,2.0,0.0,False,False,True,False,True,False,False,False,True,True
1,0.7983890791108927,1.1632791845925685,0.1613417131700831,2.0,0.0,False,False,False,False,False,False,True,False,False,False
0,0.7983890791108927,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,False,True,False,False,False,False,True,False,True
0,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,False,True,False,False,False,False,True,True,True
1,0.7983890791108927,-0.594371334523968,-0.9170693518156816,2.0,0.0,True,False,False,False,False,False,True,False,True,True
0,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,False,True,False,False,True,False,False,True,True
1,-0.2957460068388834,-0.594371334523968,0.1613417131700831,0.0,1.0,False,True,False,False,False,False,False,True,False,True
0,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,False,True,False,False,False,False,True,False,True
1,0.7983890791108927,-0.594371334523968,0.1613417131700831,1.0,0.0,False,False,False,False,False,False,False,False,False,False
1,0.7983890791108927,-0.594371334523968,0.1613417131700831,1.0,0.0,False,False,False,False,False,False,False,False,False,False
1,0.7983890791108927,1.1632791845925685,1.2397527781558477,0.0,1.0,False,False,False,True,False,False,False,True,False,False
1,-0.2957460068388834,1.1632791845925685,1.2397527781558477,0.0,0.0,False,True,False,False,False,True,False,False,True,False
1,1.892524165060669,-0.594371334523968,0.1613417131700831,2.0,1.0,False,False,True,False,True,False,False,False,False,True
1,-0.2957460068388834,2.920929703709105,1.2397527781558477,1.0,1.0,False,True,False,False,False,False,False,False,False,False
0,0.7983890791108927,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,False,False,True,False,False,False,True,True,True
0,-1.3898810927886598,1.1632791845925685,0.1613417131700831,0.0,0.0,False,False,False,False,False,True,False,False,True,False
1,0.7983890791108927,1.1632791845925685,1.2397527781558477,0.0,0.0,False,False,False,False,False,False,False,True,True,False
0,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,2.0,0.0,False,False,True,False,True,False,False,False,True,True
1,-0.2957460068388834,-0.594371334523968,1.2397527781558477,0.0,1.0,False,False,True,False,False,True,False,False,True,False
1,0.7983890791108927,2.920929703709105,1.2397527781558477,0.0,0.0,False,False,False,False,False,False,False,True,True,False
1,1.892524165060669,-0.594371334523968,-0.9170693518156816,2.0,1.0,False,False,True,False,True,False,False,False,False,True
0,0.7983890791108927,-0.594371334523968,-0.9170693518156816,1.0,0.0,False,False,True,False,False,False,False,False,False,True
1,-0.2957460068388834,2.920929703709105,1.2397527781558477,0.0,0.0,False,True,False,False,False,False,False,True,True,False
0,0.7983890791108927,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,False,True,False,False,False,False,True,False,True
1,0.7983890791108927,-0.594371334523968,-0.9170693518156816,2.0,0.0,False,False,False,False,True,False,False,False,True,True
1,-1.3898810927886598,1.1632791845925685,0.1613417131700831,0.0,1.0,False,True,False,False,False,True,False,False,False,False
0,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,False,True,False,False,False,False,True,True,True
1,0.7983890791108927,-0.594371334523968,-0.9170693518156816,1.0,0.0,False,False,True,False,False,False,False,False,False,True
1,-0.2957460068388834,2.920929703709105,1.2397527781558477,0.0,1.0,False,True,False,False,False,True,False,False,True,False
1,-0.2957460068388834,1.1632791845925685,0.1613417131700831,1.0,0.0,True,False,False,False,False,False,False,False,True,False
1,-1.3898810927886598,-0.594371334523968,-0.9170693518156816,0.0,1.0,False,False,False,True,False,True,False,False,False,True
0,-1.3898810927886598,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,False,True,False,False,True,False,False,False,True
1,-1.3898810927886598,1.1632791845925685,1.2397527781558477,0.0,1.0,False,True,False,False,False,True,False,False,False,False
1,-0.2957460068388834,2.920929703709105,1.2397527781558477,1.0,1.0,True,False,False,False,False,False,False,False,True,False
1,-0.2957460068388834,1.1632791845925685,0.1613417131700831,1.0,1.0,False,False,False,False,False,False,False,False,False,True
0,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,0.0,0.0,True,False,False,False,False,True,False,False,False,True
0,1.892524165060669,-0.594371334523968,-0.9170693518156816,2.0,0.0,True,False,False,False,False,False,True,False,True,True
1,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,0.0,1.0,False,True,False,False,False,False,False,True,False,True
1,-1.3898810927886598,1.1632791845925685,1.2397527781558477,1.0,0.0,False,False,True,False,False,False,False,False,False,False
1,1.892524165060669,-0.594371334523968,1.2397527781558477,2.0,1.0,False,False,False,False,False,False,True,False,True,False
1,-0.2957460068388834,2.920929703709105,1.2397527781558477,0.0,1.0,False,False,False,True,False,False,False,True,False,False
1,1.892524165060669,-0.594371334523968,-0.9170693518156816,2.0,0.0,False,False,False,False,True,False,False,False,True,True
1,-1.3898810927886598,1.1632791845925685,0.1613417131700831,0.0,0.0,False,False,False,False,False,False,False,True,False,False
1,-1.3898810927886598,1.1632791845925685,0.1613417131700831,0.0,0.0,False,False,False,False,False,False,False,True,False,False
1,1.892524165060669,-0.594371334523968,-0.9170693518156816,2.0,0.0,False,False,True,False,True,False,False,False,False,True
0,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,False,False,True,False,False,False,True,True,True
1,0.7983890791108927,-0.594371334523968,0.1613417131700831,2.0,0.0,False,False,True,False,True,False,False,False,False,False
0,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,True,False,False,False,True,False,False,True,True
1,0.7983890791108927,-0.594371334523968,2.3181638431416123,1.0,1.0,True,False,False,False,False,False,False,False,True,False
0,0.7983890791108927,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,False,True,False,False,False,False,True,True,True
1,-0.2957460068388834,1.1632791845925685,1.2397527781558477,0.0,1.0,True,False,False,False,False,True,False,False,False,False
0,0.7983890791108927,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,True,False,False,False,False,False,True,False,False
1,1.892524165060669,1.1632791845925685,1.2397527781558477,2.0,1.0,False,False,False,False,False,False,True,False,True,False
1,1.892524165060669,-0.594371334523968,0.1613417131700831,1.0,1.0,False,False,True,False,False,False,False,False,True,True
0,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,2.0,0.0,False,False,True,False,True,False,False,False,False,True
1,0.7983890791108927,-0.594371334523968,-0.9170693518156816,2.0,0.0,True,False,False,False,True,False,False,False,False,True
0,-1.3898810927886598,1.1632791845925685,0.1613417131700831,0.0,0.0,False,False,False,False,False,False,False,True,True,False
1,0.7983890791108927,-0.594371334523968,1.2397527781558477,0.0,1.0,False,False,False,False,False,False,False,True,True,False
0,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,0.0,0.0,True,False,False,False,False,True,False,False,False,True
0,0.7983890791108927,-0.594371334523968,-0.9170693518156816,2.0,0.0,False,False,False,False,True,False,False,False,False,True
1,-1.3898810927886598,-0.594371334523968,-0.9170693518156816,2.0,0.0,False,False,False,False,True,False,False,False,True,False
0,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,0.0,1.0,False,False,False,True,False,True,False,False,True,True
0,-1.3898810927886598,-0.594371334523968,-0.9170693518156816,1.0,0.0,False,True,False,False,False,False,False,False,False,False
1,0.7983890791108927,-0.594371334523968,-0.9170693518156816,2.0,0.0,True,False,False,False,True,False,False,False,True,True
1,-0.2957460068388834,2.920929703709105,1.2397527781558477,0.0,1.0,False,False,False,True,False,False,False,True,False,False
1,1.892524165060669,1.1632791845925685,1.2397527781558477,2.0,0.0,False,False,False,False,False,False,True,False,False,False
1,0.7983890791108927,-0.594371334523968,-0.9170693518156816,2.0,1.0,True,False,False,False,False,False,True,False,True,True
1,0.7983890791108927,-0.594371334523968,-0.9170693518156816,2.0,1.0,True,False,False,False,False,False,True,False,False,True
0,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,True,False,False,False,False,False,True,False,True
0,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,2.0,0.0,False,False,False,False,True,False,False,False,True,True
1,-0.2957460068388834,1.1632791845925685,1.2397527781558477,1.0,1.0,False,False,True,False,False,False,False,False,False,False
1,0.7983890791108927,-0.594371334523968,1.2397527781558477,1.0,0.0,False,False,False,False,False,False,False,False,False,False
1,0.7983890791108927,-0.594371334523968,0.1613417131700831,2.0,1.0,False,False,False,False,True,False,False,False,False,True
0,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,False,False,False,False,False,False,True,True,True
1,0.7983890791108927,1.1632791845925685,1.2397527781558477,1.0,0.0,True,False,False,False,False,False,False,False,True,False
0,-1.3898810927886598,-0.594371334523968,0.1613417131700831,0.0,0.0,False,False,False,True,False,True,False,False,False,False
0,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,1.0,0.0,False,False,True,False,False,False,False,False,False,True
1,1.892524165060669,-0.594371334523968,-0.9170693518156816,2.0,0.0,False,False,False,False,True,False,False,False,True,False
1,-0.2957460068388834,1.1632791845925685,1.2397527781558477,0.0,1.0,False,True,False,False,False,False,False,True,True,False
0,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,False,True,False,False,True,False,False,True,True
1,0.7983890791108927,1.1632791845925685,1.2397527781558477,0.0,1.0,False,False,True,False,False,False,False,True,False,False
0,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,2.0,0.0,False,False,False,False,True,False,False,False,False,True
1,0.7983890791108927,-0.594371334523968,1.2397527781558477,2.0,1.0,False,False,True,False,True,False,False,False,False,False
1,0.7983890791108927,1.1632791845925685,0.1613417131700831,2.0,0.0,False,False,True,False,True,False,False,False,True,False
0,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,2.0,0.0,True,False,False,False,True,False,False,False,True,True
1,-1.3898810927886598,1.1632791845925685,1.2397527781558477,0.0,1.0,False,False,True,False,False,True,False,False,True,False
1,0.7983890791108927,-0.594371334523968,2.3181638431416123,2.0,1.0,True,False,False,False,True,False,False,False,True,False
1,0.7983890791108927,-0.594371334523968,-0.9170693518156816,2.0,0.0,False,False,True,False,True,False,False,False,False,True
1,-1.3898810927886598,1.1632791845925685,0.1613417131700831,0.0,1.0,True,False,False,False,False,True,False,False,False,True
0,0.7983890791108927,-0.594371334523968,-0.9170693518156816,1.0,0.0,False,False,True,False,False,False,False,False,True,True
1,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,1.0,0.0,False,True,False,False,False,False,False,False,True,True
0,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,1.0,0.0,True,False,False,False,False,False,False,False,True,True
1,-0.2957460068388834,-0.594371334523968,1.2397527781558477,0.0,1.0,False,False,True,False,False,False,False,True,False,False
0,0.7983890791108927,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,False,False,False,False,False,False,True,True,True
1,0.7983890791108927,-0.594371334523968,-0.9170693518156816,2.0,0.0,True,False,False,False,False,False,True,False,False,False
1,0.7983890791108927,-0.594371334523968,1.2397527781558477,0.0,1.0,False,False,False,True,False,False,False,True,True,False
1,-0.2957460068388834,-0.594371334523968,1.2397527781558477,0.0,0.0,False,False,True,False,False,True,False,False,True,False
0,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,False,False,False,False,True,False,False,True,True
0,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,True,False,False,False,False,False,True,True,True
1,-0.2957460068388834,1.1632791845925685,1.2397527781558477,0.0,1.0,False,False,False,False,False,True,False,False,True,False
1,1.892524165060669,-0.594371334523968,-0.9170693518156816,2.0,0.0,False,False,False,False,True,False,False,False,False,False
1,-0.2957460068388834,1.1632791845925685,1.2397527781558477,2.0,0.0,True,False,False,False,False,False,True,False,False,False
1,0.7983890791108927,1.1632791845925685,0.1613417131700831,0.0,1.0,False,True,False,False,False,False,False,True,False,True
0,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,True,False,False,False,False,False,True,False,True
1,0.7983890791108927,1.1632791845925685,0.1613417131700831,0.0,0.0,False,False,True,False,False,False,False,True,True,False
1,-1.3898810927886598,1.1632791845925685,0.1613417131700831,1.0,1.0,False,False,True,False,False,False,False,False,False,True
0,0.7983890791108927,-0.594371334523968,-0.9170693518156816,2.0,0.0,False,False,False,False,False,False,True,False,True,True
1,1.892524165060669,-0.594371334523968,-0.9170693518156816,2.0,0.0,False,False,False,False,True,False,False,False,False,False
0,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,False,True,False,False,False,False,True,False,True
0,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,False,True,False,False,False,False,True,True,True
1,1.892524165060669,-0.594371334523968,1.2397527781558477,2.0,1.0,False,False,False,False,True,False,False,False,False,False
1,1.892524165060669,1.1632791845925685,1.2397527781558477,2.0,0.0,False,False,True,False,True,False,False,False,False,False
0,0.7983890791108927,-0.594371334523968,-0.9170693518156816,1.0,0.0,False,True,False,False,False,False,False,False,False,True
1,0.7983890791108927,-0.594371334523968,0.1613417131700831,1.0,0.0,False,False,True,False,False,False,False,False,False,False
1,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,2.0,0.0,True,False,False,False,False,False,True,False,False,True
0,-1.3898810927886598,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,False,True,False,False,True,False,False,True,True
1,1.892524165060669,-0.594371334523968,-0.9170693518156816,1.0,0.0,False,False,True,False,False,False,False,False,False,True
1,-1.3898810927886598,2.920929703709105,1.2397527781558477,0.0,1.0,False,True,False,False,False,True,False,False,False,False
1,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,0.0,1.0,False,True,False,False,False,False,False,True,True,True
1,0.7983890791108927,1.1632791845925685,0.1613417131700831,0.0,1.0,False,False,False,True,False,False,False,True,True,False
0,-1.3898810927886598,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,True,False,False,False,False,False,True,True,False
0,0.7983890791108927,-0.594371334523968,-0.9170693518156816,2.0,0.0,False,False,False,False,True,False,False,False,True,True
1,-1.3898810927886598,-0.594371334523968,1.2397527781558477,0.0,1.0,False,True,False,False,False,True,False,False,True,False
0,0.7983890791108927,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,True,False,False,False,False,False,True,False,False
1,1.892524165060669,1.1632791845925685,1.2397527781558477,1.0,1.0,False,False,True,False,False,False,False,False,True,False
0,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,False,False,True,False,True,False,False,True,True
1,-0.2957460068388834,1.1632791845925685,0.1613417131700831,0.0,0.0,False,False,True,False,False,True,False,False,True,False
1,-0.2957460068388834,1.1632791845925685,0.1613417131700831,0.0,1.0,False,False,True,False,False,False,False,True,True,True
0,-1.3898810927886598,-0.594371334523968,-0.9170693518156816,0.0,1.0,False,False,True,False,False,True,False,False,False,True
1,0.7983890791108927,1.1632791845925685,1.2397527781558477,0.0,1.0,False,True,False,False,False,False,False,True,True,False
1,0.7983890791108927,-0.594371334523968,-0.9170693518156816,2.0,0.0,True,False,False,False,False,False,True,False,True,True
1,-0.2957460068388834,1.1632791845925685,1.2397527781558477,0.0,1.0,False,True,False,False,False,False,False,True,True,False
1,-1.3898810927886598,1.1632791845925685,1.2397527781558477,1.0,1.0,False,False,False,False,False,False,False,False,False,False
1,0.7983890791108927,-0.594371334523968,0.1613417131700831,1.0,0.0,False,False,False,False,False,False,False,False,True,False
1,-1.3898810927886598,-0.594371334523968,-0.9170693518156816,1.0,0.0,False,False,True,False,False,False,False,False,True,True
1,-0.2957460068388834,1.1632791845925685,0.1613417131700831,0.0,1.0,False,False,True,False,False,False,False,True,False,False
1,-0.2957460068388834,-0.594371334523968,1.2397527781558477,1.0,0.0,True,False,False,False,False,False,False,False,False,False
0,-1.3898810927886598,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,True,False,False,False,True,False,False,False,True
1,-1.3898810927886598,-0.594371334523968,1.2397527781558477,0.0,1.0,False,False,False,False,False,False,False,True,True,False
1,0.7983890791108927,-0.594371334523968,1.2397527781558477,1.0,1.0,False,False,True,False,False,False,False,False,True,False
1,0.7983890791108927,1.1632791845925685,1.2397527781558477,1.0,0.0,False,False,True,False,False,False,False,False,False,False
1,-0.2957460068388834,1.1632791845925685,0.1613417131700831,0.0,1.0,False,False,False,False,False,False,False,True,False,True
1,0.7983890791108927,-0.594371334523968,-0.9170693518156816,2.0,0.0,True,False,False,False,False,False,True,False,False,True
0,0.7983890791108927,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,False,False,True,False,False,False,True,True,True
1,-0.2957460068388834,1.1632791845925685,1.2397527781558477,0.0,0.0,False,False,True,False,False,False,False,True,False,False
1,-0.2957460068388834,-0.594371334523968,1.2397527781558477,1.0,0.0,False,False,True,False,False,False,False,False,True,False
1,0.7983890791108927,-0.594371334523968,-0.9170693518156816,2.0,0.0,False,False,False,False,False,False,True,False,True,True
0,0.7983890791108927,-0.594371334523968,-0.9170693518156816,2.0,0.0,False,False,False,False,True,False,False,False,False,True
0,0.7983890791108927,-0.594371334523968,-0.9170693518156816,1.0,0.0,False,False,True,False,False,False,False,False,False,True
1,1.892524165060669,-0.594371334523968,-0.9170693518156816,2.0,0.0,True,False,False,False,True,False,False,False,False,False
0,0.7983890791108927,-0.594371334523968,-0.9170693518156816,1.0,0.0,False,False,True,False,False,False,False,False,False,True
1,-0.2957460068388834,1.1632791845925685,1.2397527781558477,0.0,1.0,False,True,False,False,False,False,False,True,True,False
1,-1.3898810927886598,-0.594371334523968,-0.9170693518156816,1.0,1.0,False,True,False,False,False,False,False,False,False,True
0,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,1.0,0.0,False,False,True,False,False,False,False,False,True,True
0,0.7983890791108927,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,False,False,False,False,False,False,True,False,False
1,1.892524165060669,1.1632791845925685,1.2397527781558477,2.0,0.0,True,False,False,False,True,False,False,False,False,False
1,-0.2957460068388834,1.1632791845925685,1.2397527781558477,0.0,0.0,False,False,True,False,False,True,False,False,True,False
1,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,0.0,1.0,False,True,False,False,False,False,False,True,False,True
1,-1.3898810927886598,-0.594371334523968,1.2397527781558477,0.0,1.0,False,False,False,True,False,False,False,True,True,False
0,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,True,False,False,False,False,False,True,False,False
1,1.892524165060669,1.1632791845925685,1.2397527781558477,1.0,0.0,False,True,False,False,False,False,False,False,False,False
1,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,2.0,0.0,False,False,False,False,True,False,False,False,False,True
1,2.9866592510104453,-0.594371334523968,1.2397527781558477,2.0,0.0,True,False,False,False,True,False,False,False,True,False
1,0.7983890791108927,1.1632791845925685,1.2397527781558477,2.0,0.0,False,False,True,False,True,False,False,False,False,False
0,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,True,False,False,False,False,False,True,False,True
1,0.7983890791108927,-0.594371334523968,-0.9170693518156816,2.0,0.0,False,False,False,False,False,False,True,False,False,True
1,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,1.0,0.0,False,False,False,False,False,False,False,False,True,True
1,0.7983890791108927,-0.594371334523968,1.2397527781558477,1.0,0.0,False,False,True,False,False,False,False,False,False,False
0,0.7983890791108927,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,False,False,False,False,False,False,True,True,True
1,0.7983890791108927,1.1632791845925685,1.2397527781558477,1.0,1.0,False,False,True,False,False,False,False,False,True,False
1,-1.3898810927886598,2.920929703709105,1.2397527781558477,0.0,1.0,False,True,False,False,False,True,False,False,True,False
0,-1.3898810927886598,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,False,True,False,False,False,False,True,True,True
0,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,False,True,False,False,False,False,True,False,True
1,0.7983890791108927,1.1632791845925685,1.2397527781558477,1.0,1.0,False,False,False,False,False,False,False,False,True,False
1,-1.3898810927886598,-0.594371334523968,2.3181638431416123,0.0,1.0,False,False,False,False,False,False,False,True,False,False
0,-1.3898810927886598,1.1632791845925685,0.1613417131700831,0.0,0.0,False,False,True,False,False,True,False,False,False,False
1,-1.3898810927886598,-0.594371334523968,-0.9170693518156816,0.0,1.0,False,True,False,False,False,False,False,True,True,True
1,-1.3898810927886598,-0.594371334523968,-0.9170693518156816,0.0,1.0,False,False,True,False,False,False,False,True,True,True
1,-1.3898810927886598,1.1632791845925685,1.2397527781558477,1.0,0.0,True,False,False,False,False,False,False,False,True,False
1,0.7983890791108927,-0.594371334523968,1.2397527781558477,1.0,1.0,False,False,True,False,False,False,False,False,False,False
0,-1.3898810927886598,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,False,False,False,False,False,False,True,False,True
0,-0.2957460068388834,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,False,True,False,False,True,False,False,False,True
1,0.7983890791108927,2.920929703709105,1.2397527781558477,2.0,0.0,False,False,False,False,False,False,True,False,False,False
1,-0.2957460068388834,-0.594371334523968,2.3181638431416123,0.0,1.0,True,False,False,False,False,True,False,False,True,False
1,-0.2957460068388834,-0.594371334523968,0.1613417131700831,1.0,0.0,False,False,True,False,False,False,False,False,True,False
0,-1.3898810927886598,-0.594371334523968,-0.9170693518156816,0.0,0.0,False,False,True,False,False,False,False,True,True,True
